question,outcome,category,resolution_date,volume,market_id,closed
"Will the Conservatives win between 150-159 seats in the next Canadian Election?","No","","2025-10-20T00:00:00Z",0,"0x7cc4c850066f540ad0dd37e62290079639959d9cccce7db6d024f6d608742f2a",true
"Will the Conservatives win between 160-169 seats in the next Canadian Election?","No","","2025-10-20T00:00:00Z",0,"0x55d9667231171e8ecd6b52606fa8d1d95efc5de865df99da8d05b4b14f2a2fb0",true
"Will the Conservatives win less than 100 seats in the next Canadian Election?","No","","2025-10-20T00:00:00Z",0,"0xf886120c8bf1e9fcc75ce7de84312c17c4d185423de8d2d1987b1c96f797e595",true
"Will the Conservatives win more than 210 seats in the next Canadian Election?","No","","2025-10-20T00:00:00Z",0,"0xf439167803d09f517464c2af6de878028393d53712e87cb524fc7bd7e34bd66b",true
"Will the Liberals win between 150-159 seats in the next Canadian Election?","No","","2025-10-20T00:00:00Z",0,"0x45778949658f964a3d6022590dd05c112268002914abe59d12f9fe8f587425ea",true
"Will the Liberal Party win the Canadian election by 6-9%?","No","","2025-10-20T00:00:00Z",0,"0x178e0828e81556f971edb8c7ec556e9281640477c65c56f0e6f44a6ba9ff9156",true
"Will another party win the Canadian election?","No","","2025-10-20T00:00:00Z",0,"0xb9cbe1cdd92c77d780b025b3fff6df7e44846c91d6e62bbf2269ffb4b11d0748",true
"Will the Liberals win between 160-169 seats in the next Canadian Election?","Yes","","2025-10-20T00:00:00Z",0,"0x65a59d7d3b8149c281554e2b1c5bba9c7763bbad0b990181c409008f5b009ed6",true
"Will the Conservative Party win the Canadian election by 3-6%?","No","","2025-10-20T00:00:00Z",0,"0x911d5f6338c0515d0ac5ef8b57d12144569d0afee865025ccffbf5d41c347a29",true
"Will the Liberals win between 170-179 seats in the next Canadian Election?","No","","2025-10-20T00:00:00Z",0,"0x7fde9c914ca0774acc51730fb476a5c1213b8bf0755f42a2e7add5bcb52d4fcb",true
"Will the Liberal Party win the Canadian election by 9-12%?","No","","2025-10-20T00:00:00Z",0,"0x47076e901478c15188d0f46a928d4ff4b5385496034f4d0dcf83f9166b221346",true
"Will the Conservative Party win the Canadian election by 0-3%?","No","","2025-10-20T00:00:00Z",0,"0xc3a89dee3b659822e32f8388f615907ecf262466576f18ecff7619f6d4d6914b",true
"Will the Liberals win between 120-139 seats in the next Canadian Election?","No","","2025-10-20T00:00:00Z",0,"0xc6dcab3489b071b5ed1cce9857ef1c3d330b0630011336af309b7d338ea3fea2",true
"Will the Conservative Party win the Canadian election by over 12%?","No","","2025-10-20T00:00:00Z",0,"0x2a6698afa34ebc176e1a7b31f5fff0ea300ad5032ff0f4b19c96779f910c7f98",true
"Will the Liberal Party win the Canadian election by over 12%?","No","","2025-10-20T00:00:00Z",0,"0x19b98650dcea03df077a8fc07e9959f3bec875231f3dde1490b8ba42577f515e",true
"Will the Liberals win between 180-189 seats in the next Canadian Election?","No","","2025-10-20T00:00:00Z",0,"0xcae7fbe499c9901db6212927ce48e0596f6ac6cb4d43e5aafa7ded9d0bd7025b",true
"Will the Liberals win between 190-210 seats in the next Canadian Election?","No","","2025-10-20T00:00:00Z",0,"0xc20e87225b1d3abb2828297bb0b6fd3e3465b0fbe8da2b478fd712ef5991f2ab",true
"Will the Bloc Québécois win the third most seats in the next Canadian Election?","Yes","","2025-10-20T00:00:00Z",0,"0x17208d7b1e5a4983811d96679a3dab1d2618c7ffe55256cad6e152ce59c0c312",true
"Will the Liberals win between 100-119 seats in the next Canadian Election?","No","","2025-10-20T00:00:00Z",0,"0x28b4b4876d1fdb008a4b37e030fefa9e4a28d729aac7c9fde57ce051c182cacc",true
"Will the Liberal Party win the third most seats in the next Canadian Election?","No","","2025-10-20T00:00:00Z",0,"0xdefb6100803cdb70643e696c376e2fe61e5b9494a84b18415c8535ad797ea6f5",true
"Will the Liberal Party win the Canadian election by 0-3%?","Yes","","2025-10-20T00:00:00Z",0,"0xaa24dd3e673c9f90c7a76b2e96dbec99d7a37b2486a736d38160059e8ca15c19",true
"Will the Conservative Party win the third most seats in the next Canadian Election?","No","","2025-10-20T00:00:00Z",0,"0x0b48441e7d14438f87bf2111c60c6025570454cf90accbce9c8a6d48e09b50a6",true
"Will the Conservative Party win the Canadian election by 6-9%?","No","","2025-10-20T00:00:00Z",0,"0x997f9e486da5e13eeacd4bba90632e01e1596fb36d96dca1ccf293a23674444a",true
"Will the People's Party win the third most seats in the next Canadian Election?","No","","2025-10-20T00:00:00Z",0,"0x3b48bccf7c0fc6fa6a766a8a2d139c86ef67a3ad2cb77c879b32343a82a00157",true
"Will the Liberals win less than 100 seats in the next Canadian Election?","No","","2025-10-20T00:00:00Z",0,"0x495bcd754cc63f2384360e41fc240dbad70a7520450889ce1c8927c41380ce48",true
"Will the Conservative Party win the Canadian election by 9-12%?","No","","2025-10-20T00:00:00Z",0,"0x98da00373106f21a7e68fa294c5d51af835fbdb8dab309da78dfdfd049fb68cc",true
"Will the Liberals win between 140-149 seats in the next Canadian Election?","No","","2025-10-20T00:00:00Z",0,"0x7038e97f5c9215651f4052e00838a9de3391a3273c00b677104e8342c4399950",true
"Will the New Democratic Party win the third most seats in the next Canadian Election?","No","","2025-10-20T00:00:00Z",0,"0x48c83bb067c11088edd67be094d564df54a2008243ef8f4f6330906f58bc610c",true
"Will the Liberal Party win the Canadian election by 3-6%?","No","","2025-10-20T00:00:00Z",0,"0x542c7e5dee4acff4a078f07ed38199d43a696400df8b7283b0f3cac4815b8ce2",true
"Will the Green Party win the third most seats in the next Canadian Election?","No","","2025-10-20T00:00:00Z",0,"0x5f59214f5c66cab053286e49cf2d14a44db73e4df90c53a025e99a2383e9d9b7",true
"Will another party win the third most seats in the next Canadian Election?","No","","2025-10-20T00:00:00Z",0,"0x29bc928cd22b42007ebd1389e7142194f34ba668d1cb9f52c7e85f4bd53a09bd",true
"Will the Liberals win more than 210 seats in the next Canadian Election?","No","","2025-10-20T00:00:00Z",0,"0xbcb762a7fa91b04d0200c206908d2270d120536669ab4b6e4151018ffb95129f",true
